gene	ensembl_id	phenotype	trait_type	n_cases	burden_set	P_SKATO	P_Burden	P_SKAT	BETA	n_variants
IFT140	ENSG00000187535	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	1.0	0.84572529898748	0.999940658830905	-0.00719381046780457	82
IFT140	ENSG00000187535	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	1.0	0.878630196716474	0.851920700759407	-0.00266314352241703	82
IFT140	ENSG00000187535	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	1.0	1.0	0.978388879172268	-0.000701094551382302	82
ZNF423	ENSG00000102935	Microalbumin in urine	continuous	119013	pLoF	1.0	0.795526167670479	0.914085607333662	0.0038708538688067	11
ZNF423	ENSG00000102935	C64 Malignant neoplasm of kidney	icd10	985	pLoF	1.0	0.876127241676945	1.0	-0.0301300334081927	11
ZNF423	ENSG00000102935	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	1.0	0.846071353773106	1.0	-0.0289330741634405	11
ZNF423	ENSG00000102935	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.941210588530022	1.0	-0.0315539879201038	11
ZNF423	ENSG00000102935	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	1.0	0.910403591835743	1.0	-0.0301612750931171	11
ZNF423	ENSG00000102935	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	1.0	0.807400052369184	1.0	-0.030748753051178	11
ZNF423	ENSG00000102935	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.951346278945278	1.0	-0.0330785261896504	11
ZNF423	ENSG00000102935	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.948565541978788	1.0	-0.0304642065737402	11
ZNF423	ENSG00000102935	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.951307843592662	1.0	-0.0325499307748364	11
ZNF423	ENSG00000102935	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	1.0	0.891245889635611	1.0	-0.032365556074678	11
ZNF423	ENSG00000102935	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	1.0	0.911655113966797	1.0	-0.0340514876812091	11
RPGRIP1L	ENSG00000103494	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	1.0	0.979228849582925	0.784197937254452	-0.000443942800186295	96
BBS2	ENSG00000125124	N17 acute renal failure	icd_first_occurrence	7312	pLoF	1.0	0.829395048945883	0.773424885386331	-0.00221710319871516	63
TMEM231	ENSG00000205084	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.812282311013521	1.0	-0.0380102412804015	31
TMEM231	ENSG00000205084	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.847338412494126	1.0	-0.0382689378056452	31
TMEM231	ENSG00000205084	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.822597147366486	1.0	-0.0385061376512713	31
TMEM231	ENSG00000205084	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.819110779508711	1.0	-0.037983065403767	31
NEK8	ENSG00000160602	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	1.0	0.976011644425632	0.799006142003093	-0.000954599281341047	39
NEK8	ENSG00000160602	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	1.0	0.942014639810493	0.811760458795946	-0.00133143841604293	39
MKS1	ENSG00000011143	Creatinine (enzymatic) in urine	continuous	383774	pLoF	1.0	1.0	0.824185362256885	3.54805043844358e-05	48
IFT172	ENSG00000138002	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	1.0	0.965568269569651	0.901787491296966	0.000424897440644695	123
NPHP1	ENSG00000144061	Microalbumin in urine	continuous	119013	pLoF	1.0	0.988117338170828	0.779507569924628	0.00011487532913863	37
NPHP1	ENSG00000144061	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	1.0	0.79932549180351	0.827757986061517	-0.00402865959840472	37
NPHP1	ENSG00000144061	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	1.0	0.878464519088092	0.994833371376433	-0.00576707915307581	37
NPHP1	ENSG00000144061	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.781631460397494	1.0	-0.0399846408429747	37
BBS5	ENSG00000163093	Creatinine	continuous	376624	pLoF	1.0	0.913916701827712	0.81303575490099	-0.000346304066931903	28
BBS5	ENSG00000163093	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.804856555828912	1.0	-0.0394353927985424	28
BBS5	ENSG00000163093	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.838603621845605	1.0	-0.0394833082269751	28
BBS5	ENSG00000163093	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.825851850563784	1.0	-0.0396234185838053	28
BBS5	ENSG00000163093	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.821300563989792	1.0	-0.0395673550267798	28
TMEM237	ENSG00000155755	Microalbumin in urine	continuous	119013	pLoF	1.0	0.803291338285991	0.826771585664384	0.000879151492854385	44
TMEM237	ENSG00000155755	N17 acute renal failure	icd_first_occurrence	7312	pLoF	1.0	0.778085662521909	0.928708937774975	0.00421134553983468	44
TMEM237	ENSG00000155755	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	1.0	0.796950542805586	0.904308515794323	-0.00653600208589104	44
MKKS	ENSG00000125863	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.848904927258659	1.0	-0.0362214499414394	37
MKKS	ENSG00000125863	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.834669733439431	1.0	-0.0374138002273567	37
LZTFL1	ENSG00000163818	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.875981036875851	1.0	-0.0400436830563956	17
LZTFL1	ENSG00000163818	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	1.0	0.808504911459299	1.0	-0.0400885389693392	17
LZTFL1	ENSG00000163818	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.900483722361181	1.0	-0.0400334744280153	17
LZTFL1	ENSG00000163818	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.890456803522309	1.0	-0.0400462291779285	17
LZTFL1	ENSG00000163818	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.890146283680011	1.0	-0.0400359928070628	17
LZTFL1	ENSG00000163818	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	1.0	0.782960784556857	1.0	-0.0401032415209341	17
LZTFL1	ENSG00000163818	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	1.0	0.838051326495926	1.0	-0.0400617372869123	17
NPHP3	ENSG00000113971	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	1.0	0.946085083365163	0.821212014365999	0.00201800949531243	115
NPHP3	ENSG00000113971	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	1.0	0.89055928849965	0.877096017140983	-0.00521068068550929	115
DNAJB11	ENSG00000090520	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.872967446553025	1.0	-0.0400415994432607	25
DNAJB11	ENSG00000090520	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.892837178879131	1.0	-0.0400357769903617	25
DNAJB11	ENSG00000090520	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.893608675993245	1.0	-0.0400365318859547	25
DNAJB11	ENSG00000090520	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.879539970502289	1.0	-0.0400385148362114	25
DNAJB11	ENSG00000090520	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	1.0	0.815904496577414	1.0	-0.0400641615553312	25
CC2D2A	ENSG00000048342	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	1.0	0.92683106167472	0.821653512031969	-0.00249451808856108	136
PKD2	ENSG00000118762	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.824708476676346	1.0	-0.0400347246233985	39
PKD2	ENSG00000118762	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.851084490737458	1.0	-0.0400672754320246	39
PKD2	ENSG00000118762	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.848280745827933	1.0	-0.0400723972711513	39
PKD2	ENSG00000118762	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.837600835697836	1.0	-0.0400698190903405	39
BBS7	ENSG00000138686	Urea	continuous	376551	pLoF	1.0	0.974790756628407	0.94221144568164	-8.8220641122825e-05	39
BBS7	ENSG00000138686	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	1.0	0.948261257457773	0.801443636131686	0.00136886591631571	39
BBS12	ENSG00000181004	Creatinine	continuous	376624	pLoF	1.0	0.851495220126724	0.95771291538427	0.00108684547981563	10
BBS12	ENSG00000181004	C64 Malignant neoplasm of kidney	icd10	985	pLoF	1.0	0.794457280873359	0.999997611292088	-0.0401204274208976	10
BBS12	ENSG00000181004	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	1.0	0.88919082639196	0.999999993926583	-0.0400544162697333	10
BBS12	ENSG00000181004	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	1.0	0.839070695231723	0.999999418769878	-0.0400970471280751	10
BBS12	ENSG00000181004	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.915911038380445	1.0	-0.0400418799311986	10
BBS12	ENSG00000181004	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.913079547093799	1.0	-0.0400409852019838	10
BBS12	ENSG00000181004	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	1.0	0.90163662554521	1.0	-0.0400418575427213	10
BBS12	ENSG00000181004	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	1.0	0.806742381760901	0.999999569053629	-0.0401049928895711	10
BBS12	ENSG00000181004	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	1.0	0.857325049970988	1.0	-0.0400628862509337	10
AHI1	ENSG00000135541	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	1.0	0.779212365442276	0.952688902611165	-0.00209957715521333	99
BBS9	ENSG00000122507	Creatinine	continuous	376624	pLoF	1.0	0.835976362838332	0.798135432459781	0.000326853511117604	61
BBS9	ENSG00000122507	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	1.0	0.841388963230254	0.989309588595672	0.00346044380878081	61
TMEM67	ENSG00000164953	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	1.0	0.843813060055483	0.828960668371078	-0.00400791921635601	86
TMEM67	ENSG00000164953	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	1.0	0.867815353536352	0.992901819995571	-0.00581749240469458	86
TMEM67	ENSG00000164953	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	1.0	0.807709738857582	0.890998152705665	-0.00267022829917766	86
ANKS6	ENSG00000165138	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	1.0	0.783410938303067	1.0	-0.0393842729040056	50
ANKS6	ENSG00000165138	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	1.0	0.775351411613173	1.0	-0.0397558793363408	50
ANKS6	ENSG00000165138	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	1.0	0.773743346183914	0.850028010785856	-0.00718004117548253	50
